hasil_stemming,dominant_emotion
"['wowlebih', 'jtbulan', 'cicil', 'ingin', 'demo', 'tidak', 'gubris', 'kaburajadulu', 'bagaimana', 'nih', 'sudah', 'enak', 'indonesia', 'masih', 'ada', 'kontra', 'rbbulan', 'buat', 'rumah', 'pinggir', 'bisa', 'bersyukurajadulu']",sadness
"['ingin', 'keluar', 'indonesia', 'makin', 'tinggi', 'kaburajadulu', 'tolakkembalinyaorba', 'indonesiagelap']",anticipation
"['teman', 'ken', 'bljr', 'one', 'bahasa', 'asing', 'bisa', 'kaburajadulu', 'kuliah', 'major', 'malas', 'harus', 'kerja', 'sana', 'smoga', 'ku', 'bisa', 'kabur', 'negara', 'ku', 'ingin', 'bukan', 'asal', 'penting', 'kabur', 'eventho', 'negara', 'world', 'negara']",trust
"['ngikutt', 'gama', 'nao', 'ikut', 'trend', 'kaburajadulu']",anger
"['memang', 'padu', 'tepat', 'sangat', 'amerika', 'presiden', 'sini', 'gitu', 'haduh', 'astaga', 'kaburajadulu', 'titan', 'tidak']",joy
['kaburajadulu'],anger
"['mohon', 'bantu', 'doa', 'chief', 'semoga', 'coba', 'kaburajadulu', 'hasil', 'finger', 'crossed']",anticipation
"['tren', 'kaburajadulu', 'kayak', 'terlalu', 'egois', 'penuh', 'butuh', 'pribadi', 'lebih', 'guna', 'kabur', 'donbass', 'lawan', 'kecoakecoa', 'neonazi', 'ukraina', 'palestina', 'jadi', 'volunteer', 'maupun', 'milisi', 'lawan', 'jajah', 'israel']",fear
"['betol', 'kamu', 'do', 'kamu', 'iya', 'banding', 'kaburajadulu', 'lebih', 'baik', 'stay', 'indonesia', 'asal', 'gaji', 'usd']",anticipation
"['ngajakin', 'maen', 'ucup', 'fariz', 'sekarang', 'kaga', 'keburu', 'kaburajadulu', 'negeri', 'bedebah']",anticipation
"['tidak', 'larung', 'boi', 'minimal', 'migrasi', 'kayak', 'sandy', 'kaburajadulu']",anger
"['kaburajadulu', 'elysium', 'lets', 'go']",anger
"['mari', 'kita', 'serius', 'kaburajadulu']",anger
"['pasar', 'modal', 'langsung', 'tutup', 'bikin', 'khawatir', 'penting', 'danatara', 'kue', 'siap', 'warga', 'kaburajadulu', 'indonesiagelap', 'indonesia', 'bubar']",anticipation
"['pahe', 'mas', 'kuota', 'hemat', 'anggar', 'kaburajadulu']",anger
"['ingin', 'luar negeri', 'ingin', 'luar negeri', 'ingin', 'luar negeri', 'ingin', 'kaburajadulu', 'oc', 'omt']",sadness
"['byee', 'kejar', 'gaji', 'besar', 'kerja', 'santai', 'buat', 'kaburajadulu']",anticipation
"['arti', 'sudah', 'waktu', 'kaburajadulu', 'jadi', 'diaspora', 'xiysz', 're']",anticipation
"['sedang', 'timbang', 'kaburajadulu']",trust
"['dn', 'tidak', 'luar negeri', 'limpah', 'ruah', 'probabilitas', 'sering', 'lewat', 'post', 'aku', 'loker', 'kaburajadulu', 'jadi', 'guru']",trust
"['work', 'ingin', 'kaburajadulu', 'sudah', 'bisa', 'hiragana', 'katakana', 'mending', 'ikut', 'gratis', 'trial', 'dulu', 'terus', 'akhir', 'ada', 'sesi', 'sharing', 'konsul', 'karir', 'jepang', 'langsung', 'sama', 'usaha', 'salur', 'kerja', 'jepang', 'kemarin', 'aku', 'dapet', 'gratis', 'trial', 'ges', 'yxmbh']",anticipation
"['asean', 'semoga', 'trending', 'southeastasia', 'bakarsampah', 'kaburajadulu', 'indonesiagelap', 'airpollution', 'bagaimana', 'ri', 'tidak', 'gelap', 'buang', 'limbah', 'racun', 'sembarang', 'bakar', 'sampah', 'lepas', 'asap', 'pabrik', 'filter']",disgust
"['setijuh', 'aku', 'tuju', 'jadi', 'kaburajadulu']",anger
"['siap', 'kaburajadulu', 'httpstcovk', 'dyfzpps']",anticipation
"['tidak', 'tahu', 'dia', 'wong', 'langsung', 'kaburajadulu', 'jordania']",anticipation
"['selamat', 'ulang', 'tahun', 'caca', 'ibu', 'akhir', 'kurang', 'tahun', 'batas', 'usia', 'bisa', 'kaburajadulu', 'may', 'kamu', 'grow', 'well', 'like', 'bright', 'sunflower']",sadness
"['orang', 'bisa', 'kaburajadulu', 'kena', 'sangat']",disgust
"['mending', 'lanjut', 'kaburajadulu', 'yordania']",anger
"['kaburajadulu', 'sangat', 'iya']",disgust
"['skripshit', 'kapan', 'selesai', 'iya', 'tuhan', 'bagaimana', 'bab', 'malem', 'ingin', 'cepetan', 'lulus', 'anak', 'ngapain', 'iya', 'rumah', 'ingin', 'cari', 'kerja', 'baru', 'ingin', 'kaburajadulu', 'wakanda']",sadness
"['warga', 'indonesia', 'pingin', 'kaburajadulu', 'ce', 'pio', 'indonesia', 'masih', 'rusak', 'ce', 'lebih', 'baik', 'sana', 'dulu']",anger
"['btw', 'bleh', 'luar', 'iya', 'itung', 'itung', 'kaburajadulu']",anger
"['sudah', 'tidak', 'layak', 'tinggal', 'indonesia', 'kaburajadulu', 'is', 'be', 'nyata', 'cuz', 'my', 'mom', 'somehow', 'approves', 'yeet', 'keluar']",trust
"['kaburajadulu', 'jadi', 'nyata', 'dik', 'virgi', 'and', 'dik', 'nuy']",trust
"['demi', 'dracin', 'cent', 'akhir', 'mendelete', 'beberapa', 'nyimpannya', 'pelan', 'pelan', 'taon', 'puluh', 'gb', 'hdd', 'bisa', 'ganti', 'era', 'nyata', 'ingin', 'beli', 'baru', 'kita', 'kudu', 'hemat', 'hemat', 'negara', 'gonjang', 'ganjing', 'ingin', 'kaburajadulu', 'belum', 'mumpuni', 'ilmu']",sadness
"['tokoh', 'indonesia', 'gelap', 'tokoh', 'kaburajadulu', 'kyk', 'anggap', 'bukan', 'collective', 'suara', 'rakyat', 'saljh', 'sahut', 'sahut', 'cuma', 'orang', 'ngapain', 'datang', 'dia', 'pikir', 'kolot', 'cuma', 'ingin', 'intimidasi']",sadness
"['lulus', 'kuliah', 'saat', 'cari', 'sempat', 'kerja', 'luar', 'negeri', 'lebih baik', 'bingung', 'ingin', 'ngapain', 'ayok', 'kaburajadulu', 'siapin', 'paspor', 'kamu', 'sekarang', 'siapa', 'tahu', 'rezeki', 'ada', 'negeri', 'orang', 'bikinpasporajadulu', 'bareng', 'mudah', 'tidak', 'rumit', 'httpstcojaow', 'woid']",trust
"['kaburajadulu', 'puncak', 'bisa', 'tidak']",anger
"['bagaimana', 'tanggap', 'bapak', 'ttg', 'tagar', 'kaburajadulu', 'ketidakpercayaan', 'rakyat', 'thd', 'perintah', 'sekarang', 'mbg', 'telah', 'pasar', 'global', 'mbg', 'cinta', 'tni', 'iya', 'iya', 'sudah', 'suka', 'kamu']",anger
"['wew', 'teman', 'kaburajadulu', 'sana', 'masuk', 'untung', 'sangat', 'bisa', 'punya', 'lebih', 'rumah']",joy
"['kata', 'bukan', 'kaburajadulu', 'gakbolehkabur']",trust
"['kaburajadulu', 'lebih', 'sering', 'bicara', 'orang', 'pintar', 'padahal', 'uangmodal', 'resah', 'investor', 'kakap', 'sdh', 'jelas', 'tidak', 'hitung', 'uang', 'receh', 'kelas', 'tengah', 'seberang', 'beli', 'aset', 'luar', 'beli', 'apt', 'freehold', 'beli', 'obligasi', 'negara', 'jiran', 'sudah', 'lumayan']",trust
"['hedwig', 'nnti', 'nge', 'tweet', 'pke', 'hashtag', 'kaburajadulu', 'tidak', 'ketangkep']",anger
"['salam', 'jaring', 'dagang', 'manusia', 'china', 'darat', 'benua', 'amerika', 'kaburajadulu', 'kyvpw', 'clp']",surprise
"['gaib', 'viralvideos', 'videolucu', 'lucu', 'kaburajadulu', 'qka']",disgust
"['gen', 'sejak', 'kuliah', 'cuma', 'lihat', 'masa', 'depan', 'makin', 'lama', 'makin', 'suram', 'putus', 'kaburajadulu', 'childfree', 'doom', 'spending', 'httpstcoggjov']",sadness
"['ingin', 'kaburajadulu', 'httpstcozto', 'hpo']",sadness
"['presiden', 'waktu', 'reformasi', 'kaburajadulu', 'jadi', 'iya', 'tidak', 'paham']",anticipation
"['kaburajadulu', 'httpstcozbonqqk', 'ed']",anger
"['anakanak', 'abah', 'ada', 'berita', 'bagus', 'kaburajadulu', 'silahkan', 'unduh', 'berita', 'silahkan', 'lho', 'jangan', 'malumalu', 'ingin', 'pindah', 'keluar', 'indonesia', 'kecewa', 'prabowogibran', 'ada', 'informasi', 'jihad', 'siapa', 'tahu', 'ingin', 'ramairamai', 'bantu', 'mui']",sadness
"['pulang', 'kaburajadulu', 'resimen', 'yordania', 'orang', 'belum', 'pernah', 'naik', 'moda', 'helikopter', 'pesawat']",fear
"['this', 'economy', 'ada', 'negara', 'ingin', 'jelek', 'malah', 'mikir', 'ingin', 'kaburajadulu']",sadness
"['kontrak', 'gua', 'thn', 'sebenernya', 'gua', 'tahan', 'lama', 'gua', 'sini', 'keburu', 'nikah', 'paksa', 'sama', 'ortu', 'gua', 'tidak', 'kaburajadulu', 'fakk']",anticipation
"['sumpah', 'gua', 'jadi', 'pikir', 'instead', 'kaburajadulu', 'kaya', 'sudah', 'hasil', 'lumayan', 'kabur', 'desa', 'gapapa', 'sudah', 'wkwkw', 'walaupun', 'tidak', 'terlalu', 'gapapa', 'sangat', 'lama', 'perintah', 'masih', 'adhuegdvysejnudnduc']",anticipation
"['maksud', 'bisa', 'astaga', 'tanda', 'kaburajadulu']",anger
"['beliau', 'kaburajadulu']",anger
"['ketawa', 'ketua', 'geng', 'kaburajadulu']",trust
"['bukan', 'telah', 'dia', 'henti', 'dinas', 'militer', 'kaburajadulu', 'yordania']",fear
"['beneran', 'jadi', 'tidak', 'jadi', 'kaburajadulu']",anger
"['bukan', 'bapak', 'kaburajadulu']",anger
"['main', 'saham', 'ikut', 'kaburajadulu']",anger
['kaburajadulu'],anger
"['ayok', 'kaburajadulu']",trust
"['iya', 'tuhan', 'semoga', 'ingin', 'aida', 'kaburajadulu', 'bisa', 'capai', 'amiin']",anticipation
"['aku', 'sebnerny', 'dl', 'tarik', 'bisnis', 'tani', 'terna', 'sistem', 'distribusi', 'pasar', 'tidak', 'benar', 'ada', 'indonesia', 'sayang', 'sekali', 'indonesia', 'kasih', 'tuhan', 'bonus', 'demografi', 'belum', 'bisa', 'dimaksimlkan', 'tengkulak', 'tetap', 'untung', 'perbandinganny', 'lihat', 'tani', 'aussie', 'kaburajadulu']",trust
"['capek', 'sangat', 'iya', 'tuhan', 'lihat', 'kondisi', 'negara', 'tidak', 'benar', 'kondisi', 'adek', 'diinjek', 'sama', 'kata', 'keluarga', 'kyk', 'iya', 'tuhan', 'kudu', 'maha', 'capek', 'sangat', 'hidup', 'dunia', 'khusus', 'bagi', 'indonesia', 'batalkanrevisiuupolri', 'kaburajadulu']",joy
"['sini', 'kardut', 'sudah', 'kaburajadulu', 'gasih', 'sama', 'abang', 'sudah', 'kabur', 'mah', 'tidak', 'urus', 'anggota', 'keluarga', 'orgil']",trust
"['definisi', 'kaburajadulu', 'sejak', 'sd']",anger
"['ceritain', 'proses', 'bisa', 'terima', 'cia', 'kaburajadulu']",anger
"['benar', 'iya', 'sdm', 'indonesia', 'rendah', 'ingin', 'cepat', 'kaburajadulu']",sadness
"['kamu', 'butuh', 'uang', 'ikut', 'sekarang', 'najwa', 'senin', 'selasa', 'jumbo', 'hun', 'indomaret', 'vcsbugill', 'indonesiagelap', 'kaburajadulu', 'viralterbaru', 'meudonw']",anger
"['kita', 'are', 'mati', 'miskin', 'and', 'ketidakadilan', 'kita', 'deserve', 'tidak', 'ada', 'waktu', 'lebih', 'baik', 'kaburajadulu']",sadness
"['sebab', 'indonesiagelap', 'kaburajadulu', 'iya', 'diri', 'kamu', 'sendiri', 'wo']",anger
"['tidak', 'gua', 'tidak', 'semua', 'kaburajadulu', 'kabur', 'atas', 'dasar', 'negara', 'kita', 'buruk', 'besok', 'sim', 'salabim', 'negara', 'kita', 'ubah', 'jadi', 'baik', 'ogah', 'pulang', 'stigma', 'doomerismnya', 'sudah', 'besar']",anticipation
"['coyy', 'bahkan', 'tukang', 'tanam', 'tempat', 'beli', 'pupuk', 'ingin', 'pindah', 'australia', 'kaburajadulu']",disgust
"['nyuruh', 'kaburajadulu']",anger
"['kaburajadulu', 'ketawa']",anger
"['china', 'harga', 'orang', 'pintar', 'ceo', 'deepseek', 'paspor', 'tahan', 'tidak', 'culik', 'amerika', 'sementara', 'indonesia', 'orang', 'pinternya', 'suruh', 'luar negeri', 'guna', 'hashtag', 'kaburajadulu']",fear
"['iya', 'bagus', 'tetap', 'kaburajadulu']",trust
"['saat', 'kaburajadulu', 'nyisain', 'bodo', 'sini']",anger
"['hbd', 'weyipeksurepek', 'semoga', 'cepat', 'resign', 'bisa', 'kaburajadulu', 'httpstcoxd', 'voeptnj']",anticipation
"['sumpah', 'kayak', 'otak', 'ud', 'ikut', 'trend', 'kaburajadulu', 'sbnrnya']",anticipation
"['curhatbapak', 'teman', 'milik', 'lembaga', 'salur', 'kerja', 'jepang', 'rap', 'jelas', 'prospek', 'kaburajadulu', 'dia', 'sudah', 'rasa', 'tahun', 'rantau', 'jepang', 'sekarang', 'buka', 'peluang', 'sw', 'doski', 'nih', 'httpstcoea', 'iuv']",trust
"['sini', 'bar', 'kaburajadulu', 'malay']",anger
"['waduhh', 'apakah', 'aku', 'kaburajadulu', 'httpstcoerdwaneizo']",anger
"['orangorang', 'belum', 'bisa', 'kaburajadulu', 'macam', 'cermat', 'tata', 'strategi', 'tahan', 'hidup', 'kepleset', 'dikit', 'tidak', 'punya', 'kam', 'cukup', 'kuat']",trust
"['kasih', 'koper', 'suruh', 'kaburajadulu']",anger
"['instrospeksi', 'mah', 'usaha', 'bersihin', 'nama', 'bukan', 'kaburajadulu']",anticipation
"['halah', 'saat', 'kamu', 'pecat', 'jadi', 'tentara', 'lanjut', 'jadi', 'pelopor', 'kaburajadulu']",anger
"['tinggal', 'bagaimana', 'cara', 'kita', 'pergi', 'kaburajadulu', 'semogadiizinin']",anger
"['lihat', 'wawancara', 'praboso', 'malah', 'makin', 'semangat', 'kaburajadulu']",anger
"['brengsek', 'bikin', 'kaya', 'negara', 'giliran', 'rakyat', 'jelata', 'kaburajadulu', 'bilang', 'tidak', 'nasionalis']",trust
"['bismillah', 'kita', 'bisa', 'kaburajadulu']",anticipation
"['nih', 'orang', 'cuma', 'tidak', 'jelas', 'sritex', 'kaburajadulu', 'bhr', 'gojek']",joy
"['soal', 'pintar', 'kaburajadulu']",anger
"['omong', 'orang', 'serikat', 'iya', 'begini', 'spesialis', 'bikin', 'alas', 'tepat', 'minta', 'kerja', 'isi', 'nol', 'dimintain', 'pertanggungjawaban', 'kaburajadulu']",trust
"['sudah', 'kasih', 'lampu', 'hijau', 'sama', 'ortu', 'gua', 'buat', 'kaburajadulu']",trust
"['daftar', 'usaha', 'singapura', 'bisa', 'selesai', 'hari', 'kerja', 'simak', 'step', 'step', 'sini', 'httpstcogiim', 'kb', 'bisnissingapura', 'startupid', 'bisnisglobal', 'pajakperusahaan', 'pendirianpt', 'kaburajadulu']",anticipation
"['orang', 'pinternya', 'kaburajadulu', 'negeri', 'orang', 'malah', 'tantrum', 'ngejudge', 'tidak', 'nasionalis', 'heleh']",anger
"['bowo', 'waspada', 'indonesiagelap', 'kaburajadulu', 'iya', 'tagar', 'sudah', 'nambah', 'jadi', 'kecewa', 'kalok', 'tidak', 'tanya', 'bangsa', 'besar', 'adil', 'atas', 'hukum', 'hukum', 'berani', 'bayar', 'besar', 'adil', 'setir', 'asalamualaikum', 'httpstcoeglwknuuwa']",trust
"['sudah', 'muncul', 'statement', 'negara', 'tidak', 'butuh', 'kaum', 'intelek', 'tidak', 'salah', 'kaburajadulu', 'kelak', 'jadi', 'moveaja', 'barangkali', 'nyata', 'dark', 'age', 'indonesia', 'farewell']",anger
"['orang', 'inggris', 'ingin', 'cepat', 'pergi', 'negara', 'biaya', 'hidup', 'sangat', 'tinggi', 'orang', 'indonesia', 'ingin', 'kaburajadulu', 'giur', 'hidup', 'negara', 'maju', 'hidup', 'memang', 'soal', 'sawang', 'sawang', 'tidak', 'lunk']",joy
"['cermin', 'mayoritas', 'petinggi', 'indonesia', 'tidak', 'heran', 'tagar', 'kaburajadulu', 'gema', 'terus', 'pilihanrakyat', 'suka', 'tidak', 'suka', 'terima', 'doa', 'supaya', 'ubah', 'tukang', 'susu', 'lebih', 'buruk']",anticipation
"['nahh', 'sekarang', 'tidak', 'heran', 'tri', 'sama', 'urus', 'kritik', 'malah', 'nyalahin', 'balok', 'rakyat', 'waktua', 'kaburajadulu', 'ayok', 'bahkan', 'soal', 'makan', 'pedes', 'anjirr', 'jabat', 'era', 'dia', 'modal', 'gatau', 'malu', 'sudah', 'cukup']",trust
"['jalan', 'tuju', 'jerman', 'buah', 'utas', 'halo', 'tementemen', 'tengah', 'ketidakpastian', 'ekonomi', 'global', 'naikturun', 'kayak', 'roller', 'coaster', 'dollar', 'lambung', 'banyak', 'phk', 'lapang', 'kerja', 'makin', 'ketat', 'gaji', 'kadang', 'bikin', 'hati', 'miris', 'tagar', 'kaburajadulu', 'asa', 'makin', 'relevan']",trust
"['part', 'paling', 'banyak', 'retweet', 'punya', 'masalah', 'negara', 'masa', 'warga', 'minta', 'cari', 'solusi', 'jabat', 'memang', 'ngapain', 'indonesiagelap', 'hasil', 'tidak', 'kompeten', 'jabat', 'makanya', 'kaburajadulu', 'tidak', 'ada', 'solusi']",anticipation
"['wkwkw', 'kemarin', 'aku', 'ngomong', 'cowoku', 'tidak', 'beli', 'rumah', 'dulu', 'habis', 'nikah', 'mending', 'ngontrak', 'memang', 'sudah', 'rencana', 'ingin', 'kaburajadulu', 'beberapa', 'tahun', 'depan']",anticipation
"['mungkin', 'uang', 'hasil', 'ingin', 'exit', 'soal', 'belakang', 'kaburajadulu', 'agak', 'alot']",anticipation
"['belajar', 'nonton', 'ingin', 'kaburajadulu', 'makin', 'puncak']",sadness
"['pamer', 'paling', 'mewah', 'bukan', 'kaburajadulu', 'iya']",joy
"['ayok', 'kaburajadulu']",trust
"['asean', 'semoga', 'trending', 'southeastasia', 'bakarsampah', 'kaburajadulu', 'indonesiagelap', 'airpollution', 'am', 'poluso', 'udara', 'mayor', 'buruk', 'nf']",anger
"['kata', 'ingin', 'kaburajadulu']",trust
"['bukan', 'antek', 'asing', 'kaburajadulu', 'dulu', 'jordania']",disgust
"['jadi', 'warga', 'amerika', 'mending', 'kaburajadulu']",anger
"['kaburajadulu', 'cechinaan']",anger
"['indonesia', 'narasi', 'buat', 'makin', 'marak', 'kaburajadulu']",anger
"['apakah', 'bisa', 'bisa', 'pasti', 'bisa', 'kaburajadulu']",trust
"['betul', 'agak', 'dia', 'tetap', 'indonesia', 'sini', 'banyak', 'atlet', 'tidak', 'harga', 'besar', 'sangat', 'peluang', 'dia', 'buat', 'kaburajadulu']",disgust
"['terus', 'guna', 'jabat', 'didudukin', 'sekarang', 'apa', 'bukan', 'buat', 'cari', 'solusi', 'rakyat', 'bisa', 'siih', 'buat', 'apa', 'bayar', 'pajak', 'ujungujungnya', 'pakai', 'otak', 'sendiri', 'kaburajadulu', 'indonesiagelap']",anticipation
"['informasi', 'kaburajadulu', 'ayok']",trust
"['penting', 'indognesia', 'miskin', 'masuk', 'pildun', 'indognesiagelap', 'indognesiabubar', 'kaburajadulu', 'cm', 'jb', 'vtv']",joy
"['dm', 'sekarang', 'klik', 'bio', 'informasi', 'lengkap', 'ausbildungit', 'karirdijerman', 'itcareergermany', 'programausbildung', 'kuliahatauausbildung', 'belajardijerman', 'kerjadijerman', 'kaburajadulu', 'httpstcoahbnltebp']",trust
"['arghh', 'sudah', 'memang', 'pling', 'benar', 'ubah', 'kewarganegaraan', 'memang', 'semua', 'negara', 'tidak', 'ada', 'bagus', 'at', 'least', 'cari', 'bagus', 'kaburajadulu']",anticipation
"['tidak', 'ada', 'kaburajadulu']",anger
"['dm', 'informasi', 'lebih', 'lanjut', 'tinggaldijerman', 'kejutanbudaya', 'kuliahdijerman', 'karirdijerman', 'kaburajadulu', 'tcolau']",anger
"['memang', 'rejekinya', 'kaburajadulu', 'aku', 'rela', 'lolos', 'pil']",trust
"['makasih', 'atas', 'rangkum', 'manfaat', 'kaya', 'kaga', 'kuat', 'nonton', 'linglung', 'makin', 'kuat', 'kaburajadulu']",anticipation
"['semua', 'tidak', 'coba', 'penting', 'kaburajadulu', 'batin', 'oalah', 'astaga', 'kamu', 'lho', 'kontribusi', 'gawe', 'negara', 'hampir', 'jelek', 'kesal', 'sangat', 'ingat']",disgust
"['lulus', 'tukar', 'tukar', 'eropa', 'bakal', 'bantu', 'kamu', 'capai', 'misi', 'kaburajadulu', 'lebih', 'mudah', 'tepat', 'lulus', 'kamu', 'sudah', 'punya', 'relasi', 'initial', 'jadi', 'mudah']",trust
"['jadi', 'ingin', 'tinggal', 'eropa', 'australia', 'soal', 'alam', 'sama', 'teknologi', 'sama', 'sama', 'bagus', 'kaburajadulu', 'aamiin']",trust
"['umur', 'gin', 'otak', 'mikir', 'ingin', 'ambil', 'gtog', 'korea', 'tgmagang', 'jepang', 'whv', 'australia', 'amerika', 'kaburajadulu']",sadness
"['semua', 'telen', 'sendiri', 'alhamdulillah', 'tahun', 'sangat', 'baik', 'biarpun', 'ada', 'ngeselinnya', 'hijau', 'dikit', 'semoga', 'tahun', 'depan', 'sampean', 'buat', 'kaburajadulu']",joy
"['bapak', 'tidak', 'sie', 'visioner', 'kaburajadulu']",anticipation
"['iya', 'baru', 'sadar', 'suruh', 'kaburajadulu']",anger
"['siapa', 'ingin', 'new', 'world', 'kita', 'kaburajadulu', 'httpstcolnobfrqsz']",sadness
"['kaburajadulu', 'nyata', 'tidak', 'buruk', 'buruk', 'percuma', 'jadi', 'orang', 'pintar', 'sini']",anger
"['memang', 'kaburajadulu']",anger
"['semoga', 'lebaran', 'tahun', 'depan', 'sudah', 'ngerasain', 'lebaran', 'negara', 'orang', 'kaburajadulu']",anticipation
"['tuju', 'kaburajadulu']",anger
"['padahal', 'he', 'did', 'kaburajadulu', 'before', 'it', 'was', 'cool']",anger
"['untung', 'sudah', 'kaburajadulu']",anger
"['mungkin', 'park', 'shin', 'hye', 'kaburajadulu', 'hollywood']",anger
"['mari', 'kita', 'usaha', 'kaburajadulu', 'semangat']",anticipation
"['its', 'funny', 'bagaimana', 'sentence', 'gelap', 'cari', 'solusi', 'bukan', 'kabur', 'coming', 'from', 'someone', 'kabur', 'yordania', 'tahun', 'alias', 'pelopor', 'kaburajadulu', 'ndutt']",trust
"['luar negeri', 'lumayan', 'bisa', 'kaburajadulu', 'alam', 'baru', 'bahasa', 'guna', 'bukan', 'indonesia']",anger
"['guendeng', 'kamu', 'kaburajadulu', 'yordania']",anger
"['gatau', 'awkwk', 'memang', 'gasuka', 'bukan', 'negara', 'warga', 'mulai', 'tidak', 'betah', 'kata', 'dengar', 'da', 'mulai', 'seru', 'kaburajadulu', 'sana']",anticipation
"['masuk', 'apa', 'lucu', 'kamu', 'aja', 'kaburajadulu', 'yordania']",disgust
"['kamu', 'mulai', 'kaburajadulu', 'kamu', 'pindah', 'yordania']",trust
"['adil', 'kaburajadulu']",anger
"['kaburajadulu', 'plukanmu']",anger
"['congrats', 'selamat', 'jadi', 'salah', 'orang', 'pilih', 'kaburajadulu']",anger
['kaburajadulu'],anger
"['semenjak', 'kaburajadulu', 'ramai', 'berita', 'begal', 'organ', 'tubuh', 'tki', 'kamboja', 'resolusi', 'rekam', 'frame', 'tidak', 'jelas', 'kayak', 'macam', 'skema', 'menakutnakuti', 'tidak', 'smp', 'sekarang', 'siapa', 'nama', 'korban', 'tidak', 'pernah', 'muncul', 'muka', 'iya', 'tanyanetizen']",joy
"['promosi', 'kaburajadulu', 'terlalu', 'kenceng', 'dek']",anger
"['liat', 'sangat', 'ingin', 'kaburajadulu']",sadness
"['iya', 'kamu', 'entah', 'cari', 'solusi', 'justru', 'kaburajadulu', 'luar negeri', 'jadi', 'solusi', 'buat', 'rakyat', 'ingin', 'ubah', 'nasib', 'gegara', 'sudah', 'hopeless', 'negara', 'banyak', 'drama', 'asbun', 'bukan', 'bantu', 'ksh', 'solusi', 'lewat', 'bijak']",anticipation
['kaburajadulu'],anger
"['ayok', 'kaburajadulu']",trust
"['tidak', 'melu', 'kaburajadulu', 'mak']",anger
"['apakah', 'sdh', 'waktuny', 'kaburajadulu', 'httpstcoln', 'tau', 'es']",anger
['kaburajadulu'],anger
"['memang', 'situasi', 'negara', 'kacau', 'jangan', 'kaburajadulu', 'ingat', 'isu', 'tetap', 'sakola']",anger
"['kaburajadulu', 'kmn', 'pikir']",anger
"['kaburajadulu', 'ketawa']",anger
"['gua', 'tidak', 'tahu', 'sampek', 'kapan', 'jabat', 'sadar', 'penting', 'rakyat', 'lebih baik', 'penting', 'kawan', 'lawan', 'keluarga', 'atau', 'partai', 'semoga', 'anak', 'cucu', 'lindung', 'korban', 'tidak', 'benar', 'ngatur', 'indonesia', 'smg', 'mrk', 'bisa', 'kaburajadulu']",trust
"['memang', 'benar', 'mending', 'kaburajadulu', 'astaga']",anger
"['kaburajadulu', 'kahh', 'dek']",anger
"['kasih', 'tahu', 'manfaat', 'tidak', 'punya', 'kendaraanrumah', 'pribadi', 'tidak', 'susah', 'bayar', 'parkir', 'exonerating', 'tidak', 'takut', 'kendara', 'curi', 'tidak', 'perlu', 'waswas', 'mafia', 'tanah', 'mati', 'iya', 'mati', 'tidak', 'ada', 'drama', 'waris', 'ingin', 'kaburajadulu', 'tidak', 'ada', 'harta', 'nyangkut', 'indonesia']",sadness
"['lama', 'kaburajadulu']",anger
"['waduh', 'langsung', 'keliling', 'indonesia', 'kaburajadulu', 'iya']",anticipation
"['hei', 'hei', 'ketawa', 'apakah', 'pirji', 'sudah', 'anut', 'kaburajadulu']",anger
"['malah', 'kaburajadulu', 'dua', 'aku', 'ikut']",anger
"['malu', 'sangat', 'diqrt', 'kaburajadulu']",disgust
"['aneh', 'padahal', 'dia', 'pelopor', 'nomer', 'saty', 'kaburajadulu', 'ckckck']",disgust
"['kaburajadulu', 'kaya', 'ingin', 'jepang', 'sudah', 'bisa', 'koleksi', 'sulipan', 'rare']",sadness
"['kesal', 'sangat', 'sama', 'utama', 'cewek', 'sistem', 'buruk', 'malah', 'dukung', 'bahkan', 'protes', 'lebay', 'harus', 'khusus', 'wanita', 'dukung', 'baik', 'sistem', 'bpjs', 'entah', 'aku', 'ngomong', 'guna', 'bahasa', 'apa', 'bukan', 'malah', 'rundung', 'ramai', 'sudah', 'benar', 'memang', 'kaburajadulu', 'fvck']",trust
"['mbak', 'mas', 'ingin', 'kaburajadulu', 'tetap', 'luar negeri', 'masuk', 'rs', 'kudu', 'siap', 'apalgi', 'lahir', 'masa', 'iya', 'tidak', 'punya', 'buku', 'kia', 'demi', 'apa', 'jerman', 'sehat', 'numer', 'wahid', 'tidak', 'punya', 'dokumen', 'bakal', 'dibiarin']",disgust
